sequential 1 5 1 0.184167 -5
sequential 1 5 2 0.179578 -5
sequential 1 5 3 0.040959 -5
sequential 1 5 4 0.131123 -5
sequential 1 5 5 0.14482 -5
sequential 1 5 6 0.089327 -5
sequential 1 5 7 0.113068 -5
sequential 1 5 8 0.071078 -5
sequential 1 5 9 0.088675 -5
sequential 1 5 10 0.172176 -5
sequential 1 5 11 0.111353 -5
sequential 1 5 12 0.078095 -5
sequential 1 5 13 0.070569 -5
sequential 1 5 14 0.081363 -5
sequential 1 5 15 0.060027 -5
sequential 1 5 16 0.11087 -5
sequential 1 5 17 0.137542 -5
sequential 1 6 1 0.108752 -6
sequential 1 6 2 0.113478 -6
sequential 1 6 3 0.08475 -6
sequential 1 6 4 0.137068 -6
sequential 1 6 5 0.122552 -6
sequential 1 6 6 0.115246 -6
sequential 1 6 7 0.143278 -6
sequential 1 6 8 0.128695 -6
sequential 1 6 9 0.090179 -6
sequential 1 6 10 0.153646 -6
sequential 1 6 11 0.118701 -6
sequential 1 6 12 0.112035 -6
sequential 1 6 13 0.121516 -6
sequential 1 6 14 0.108936 -6
sequential 1 6 15 0.07354 -6
sequential 1 6 16 0.206389 -6
sequential 1 6 17 0.211001 -6
sequential 1 7 1 0.10637 -7
sequential 1 7 2 0.168538 -7
sequential 1 7 3 0.069018 -7
sequential 1 7 4 0.182445 -7
sequential 1 7 5 0.069851 -7
sequential 1 7 6 0.144764 -7
sequential 1 7 7 0.118902 -7
sequential 1 7 8 0.136465 -7
sequential 1 7 9 0.120402 -7
sequential 1 7 10 0.055209 -7
sequential 1 7 11 0.10851 -7
sequential 1 7 12 0.12558 -7
sequential 1 7 13 0.13003 -7
sequential 1 7 14 0.178186 -7
sequential 1 7 15 0.184783 -7
sequential 1 7 16 0.204131 -7
sequential 1 7 17 0.396919 -7
sequential 1 8 1 0.086286 -8
sequential 1 8 2 0.151085 -8
sequential 1 8 3 0.060991 -8
sequential 1 8 4 0.15776 -8
sequential 1 8 5 0.119104 -8
sequential 1 8 6 0.089724 -8
sequential 1 8 7 0.112834 -8
sequential 1 8 8 0.045302 -8
sequential 1 8 9 0.225412 -8
sequential 1 8 10 0.128253 -8
sequential 1 8 11 0.102392 -8
sequential 1 8 12 0.062185 -8
sequential 1 8 13 0.17638 -8
sequential 1 8 14 0.207098 -8
sequential 1 8 15 0.190638 -8
sequential 1 8 16 0.418575 -8
sequential 1 8 17 0.719414 -8
sequential 1 9 1 0.116186 -9
sequential 1 9 2 0.117488 -9
sequential 1 9 3 0.084313 -9
sequential 1 9 4 0.185866 -9
sequential 1 9 5 0.085613 -9
sequential 1 9 6 0.075683 -9
sequential 1 9 7 0.149369 -9
sequential 1 9 8 0.21717 -9
sequential 1 9 9 0.073068 -9
sequential 1 9 10 0.164963 -9
sequential 1 9 11 0.053516 -9
sequential 1 9 12 0.080339 -9
sequential 1 9 13 0.158303 -9
sequential 1 9 14 0.293799 -9
sequential 1 9 15 0.384264 -9
sequential 1 9 16 0.695034 -9
sequential 1 9 17 1.19634 -9
sequential 1 10 1 0.057351 -10
sequential 1 10 2 0.136208 -10
sequential 1 10 3 0.055296 -10
sequential 1 10 4 0.110369 -10
sequential 1 10 5 0.128235 -10
sequential 1 10 6 0.1496 -10
sequential 1 10 7 0.248054 -10
sequential 1 10 8 0.11894 -10
sequential 1 10 9 0.146682 -10
sequential 1 10 10 0.110347 -10
sequential 1 10 11 0.087269 -10
sequential 1 10 12 0.147322 -10
sequential 1 10 13 0.218041 -10
sequential 1 10 14 0.351201 -10
sequential 1 10 15 0.718753 -10
sequential 1 10 16 1.30581 -10
sequential 1 10 17 2.35788 -10
sequential 1 11 1 0.10923 -11
sequential 1 11 2 0.099672 -11
sequential 1 11 3 0.153536 -11
sequential 1 11 4 0.098789 -11
sequential 1 11 5 0.08945 -11
sequential 1 11 6 0.151046 -11
sequential 1 11 7 0.109987 -11
sequential 1 11 8 0.096505 -11
sequential 1 11 9 0.168099 -11
sequential 1 11 10 0.207659 -11
sequential 1 11 11 0.155046 -11
sequential 1 11 12 0.328571 -11
sequential 1 11 13 0.447162 -11
sequential 1 11 14 0.705493 -11
sequential 1 11 15 1.32586 -11
sequential 1 11 16 2.37465 -11
sequential 1 11 17 4.71249 -11
sequential 1 12 1 0.107446 -12
sequential 1 12 2 0.112449 -12
sequential 1 12 3 0.123687 -12
sequential 1 12 4 0.141153 -12
sequential 1 12 5 0.155138 -12
sequential 1 12 6 0.125481 -12
sequential 1 12 7 0.200568 -12
sequential 1 12 8 0.064973 -12
sequential 1 12 9 0.153336 -12
sequential 1 12 10 0.176882 -12
sequential 1 12 11 0.223259 -12
sequential 1 12 12 0.322249 -12
sequential 1 12 13 0.666911 -12
sequential 1 12 14 1.25545 -12
sequential 1 12 15 2.32428 -12
sequential 1 12 16 4.77956 -12
sequential 1 12 17 9.10271 -12
sequential 1 13 1 0.116016 -13
sequential 1 13 2 0.131813 -13
sequential 1 13 3 0.140074 -13
sequential 1 13 4 0.211087 -13
sequential 1 13 5 0.144963 -13
sequential 1 13 6 0.109523 -13
sequential 1 13 7 0.099477 -13
sequential 1 13 8 0.177073 -13
sequential 1 13 9 0.208373 -13
sequential 1 13 10 0.281739 -13
sequential 1 13 11 0.358657 -13
sequential 1 13 12 0.637759 -13
sequential 1 13 13 1.32134 -13
sequential 1 13 14 2.29426 -13
sequential 1 13 15 4.79724 -13
sequential 1 13 16 9.21489 -13
sequential 1 14 1 0.120266 -14
sequential 1 14 2 0.076091 -14
sequential 1 14 3 0.150236 -14
sequential 1 14 4 0.158113 -14
sequential 1 14 5 0.125142 -14
sequential 1 14 6 0.085038 -14
sequential 1 14 7 0.106141 -14
sequential 1 14 8 0.142243 -14
sequential 1 14 9 0.221168 -14
sequential 1 14 10 0.410618 -14
sequential 1 14 11 0.588408 -14
sequential 1 14 12 1.19744 -14
sequential 1 14 13 2.20878 -14
sequential 1 14 14 4.60177 -14
sequential 1 14 15 9.37991 -14
sequential 1 15 1 0.089929 -15
sequential 1 15 2 0.074018 -15
sequential 1 15 3 0.110457 -15
sequential 1 15 4 0.078348 -15
sequential 1 15 5 0.168862 -15
sequential 1 15 6 0.104145 -15
sequential 1 15 7 0.253236 -15
sequential 1 15 8 0.22009 -15
sequential 1 15 9 0.362978 -15
sequential 1 15 10 0.730732 -15
sequential 1 15 11 1.14104 -15
sequential 1 15 12 2.14007 -15
sequential 1 15 13 4.27108 -15
sequential 1 15 14 9.21944 -15
sequential 1 16 1 0.185301 -16
sequential 1 16 2 0.052391 -16
sequential 1 16 3 0.181631 -16
sequential 1 16 4 0.10787 -16
sequential 1 16 5 0.111299 -16
sequential 1 16 6 0.231059 -16
sequential 1 16 7 0.26631 -16
sequential 1 16 8 0.330176 -16
sequential 1 16 9 0.57261 -16
sequential 1 16 10 1.15461 -16
sequential 1 16 11 2.22578 -16
sequential 1 16 12 4.32155 -16
sequential 1 16 13 8.64316 -16
sequential 1 17 1 0.242204 -17
sequential 1 17 2 0.128375 -17
sequential 1 17 3 0.14858 -17
sequential 1 17 4 0.14323 -17
sequential 1 17 5 0.166673 -17
sequential 1 17 6 0.241846 -17
sequential 1 17 7 0.363609 -17
sequential 1 17 8 0.588401 -17
sequential 1 17 9 1.11273 -17
sequential 1 17 10 2.13255 -17
sequential 1 17 11 4.28728 -17
sequential 1 17 12 8.39985 -17
